�,date,city,home_team,away_team,home_ft,away_ft,tournament
"2009-01-11,""Muscat, Oman"",United Arab Emirates,Saudi Arabia,0,3,Gulf Cup (19th)"
"2009-01-13,""Kampala, Uganda"",Tanzania,Burundi,3,2,CECAFA Cup"
"2009-01-14,""Muscat, Oman"",Oman,Qatar,1,0,Gulf Cup (19th)"
"2009-01-14,""Hanoi, Vietnam"",Vietnam,Lebanon,3,1,AFC Asian Cup qualification"
"2009-01-14,""Teheran, Iran"",Iran,Singapore,6,0,AFC Asian Cup qualification"
"2009-01-14,""Amman, Jordan"",Jordan,Thailand,0,0,AFC Asian Cup qualification"
"2009-01-14,""Victoria, Hong Kong"",Hong Kong,India,2,1,Friendly"
"2009-01-17,""Fort Pierce, United States"",Guatemala,Haiti,1,0,Friendly"
"2009-01-18,""Kuwait, Kuwait"",Syria,Turkmenistan,5,1,Friendly"
"2009-01-18,""Fort Lauderdale, United States"",Honduras,Chile,2,0,Friendly"
"2009-01-19,""Muscat, Oman"",Oman,Indonesia,0,0,AFC Asian Cup qualification"
"2009-01-20,""Kumamoto, Japan"",Japan,Yemen,2,1,AFC Asian Cup qualification"
"2009-01-20,""Kuwait, Kuwait"",Kuwait,Turkmenistan,2,0,Friendly"
"2009-01-21,""So Kon Po, Hong Kong"",Hong Kong,Bahrain,1,3,AFC Asian Cup qualification"
"2009-01-21,""Kuala Lumpur, Malaysia"",Malaysia,United Arab Emirates,0,5,AFC Asian Cup qualification"
"2009-01-21,""Phuket, Thailand"",Thailand,Lebanon,2,1,King's Cup"
"2009-01-22,""Tegucigalpa, Honduras"",El Salvador,Nicaragua,1,1,UNCAF Cup"
"2009-01-22,""Tegucigalpa, Honduras"",Honduras,Belize,2,1,UNCAF Cup"
"2009-01-23,""Tegucigalpa, Honduras"",Costa Rica,Panama,3,0,UNCAF Cup"
"2009-01-23,""Kuwait, Kuwait"",Kuwait,Syria,2,3,Friendly"
"2009-01-23,""Cairo, Egypt"",Egypt,Kenya,1,0,Friendly"
"2009-01-24,""Tegucigalpa, Honduras"",Belize,El Salvador,1,4,UNCAF Cup"
"2009-01-24,""Tegucigalpa, Honduras"",Honduras,Nicaragua,4,1,UNCAF Cup"
"2009-01-25,""Tegucigalpa, Honduras"",Guatemala,Costa Rica,1,3,UNCAF Cup"
"2009-01-26,""Tegucigalpa, Honduras"",Nicaragua,Belize,1,1,UNCAF Cup"
"2009-01-26,""Tegucigalpa, Honduras"",Honduras,El Salvador,2,0,UNCAF Cup"
"2009-01-27,""Tegucigalpa, Honduras"",Panama,Guatemala,1,0,UNCAF Cup"
"2009-01-27,""Atteridgeville, South Africa"",South Africa,Zambia,1,0,Friendly"
"2009-01-28,""Sana'a, Yemen"",Yemen,Hong Kong,1,0,AFC Asian Cup qualification"
"2009-01-28,""Riffa, Bahrain"",Bahrain,Japan,1,0,AFC Asian Cup qualification"
"2009-01-28,""Kuwait, Kuwait"",Kuwait,Oman,0,1,AFC Asian Cup qualification"
"2009-01-28,""Jakarta, Indonesia"",Indonesia,Australia,0,0,AFC Asian Cup qualification"
"2009-01-28,""Sharjah, United Arab Emirates"",United Arab Emirates,Uzbekistan,0,1,AFC Asian Cup qualification"
"2009-01-28,""Sidon, Lebanon"",Lebanon,Syria,0,2,AFC Asian Cup qualification"
"2009-01-28,""Singapore, Singapore"",Singapore,Jordan,2,1,AFC Asian Cup qualification"
"2009-01-28,""Bangkok, Thailand"",Thailand,Iran,0,0,AFC Asian Cup qualification"
"2009-01-28,""Oakland, United States"",Mexico,Sweden,0,1,Friendly"
"2009-01-29,""Tegucigalpa, Honduras"",Nicaragua,Guatemala,2,0,UNCAF Cup"
"2009-01-30,""Tegucigalpa, Honduras"",Honduras,Panama,0,1,UNCAF Cup"
"2009-02-01,""Dubai, United Arab Emirates"",Azerbaijan,Uzbekistan,1,1,Friendly"
"2009-02-04,""Tokyo, Japan"",Japan,Finland,5,1,Friendly"
"2009-02-05,""Sendai, Japan"",Saudi Arabia,Thailand,2,1,Friendly"
"2009-02-06,""Los Angeles, United States"",El Salvador,Peru,1,0,Friendly"
"2009-02-08,""Bridgetown, Barbados"",Barbados,Grenada,5,0,Friendly"
"2009-02-10,""Nicosia, Cyprus"",Cyprus,Serbia,0,2,Cyprus International Tournament"
"2009-02-10,""Limassol, Cyprus"",Slovakia,Ukraine,2,3,Cyprus International Tournament"
"2009-02-11,""Limassol, Cyprus"",Latvia,Armenia,0,0,Friendly"
"2009-02-11,""Yokohama, Japan"",Japan,Australia,0,0,FIFA World Cup qualification"
"2009-02-11,""Tashkent, Uzbekistan"",Uzbekistan,Bahrain,0,1,FIFA World Cup qualification"
"2009-02-11,""Maputo, Mozambique"",Mozambique,Malawi,2,0,Friendly"
"2009-02-11,""Bois-Guillaume, France"",Angola,Mali,0,4,Friendly"
"2009-02-11,""Tripoli, Libya"",Libya,Uruguay,2,3,Friendly"
"2009-02-11,""Algiers, Algeria"",Algeria,Benin,2,1,Friendly"
"2009-02-11,""Vila Real de Santo António, Portugal"",Wales,Poland,0,1,Friendly"
"2009-02-11,""Cairo, Egypt"",Egypt,Ghana,2,2,Friendly"
"2009-02-11,""Kuwait, Kuwait"",Kuwait,Azerbaijan,1,1,Friendly"
"2009-02-11,""Antalya, Turkey"",Estonia,Kazakhstan,0,2,Friendly"
"2009-02-11,""Nicosia, Cyprus"",Serbia,Ukraine,0,1,Cyprus International Tournament"
"2009-02-11,""Nicosia, Cyprus"",Cyprus,Slovakia,3,2,Cyprus International Tournament"
"2009-02-11,""Attard, Malta"",Malta,Albania,0,0,FIFA World Cup qualification"
"2009-02-11,""Polokwane, South Africa"",South Africa,Chile,0,2,Friendly"
"2009-02-11,""Graz, Austria"",Austria,Sweden,0,2,Friendly"
"2009-02-11,""Ramat-Gan, Israel"",Israel,Hungary,1,0,Friendly"
"2009-02-11,""Évry/Bondoufle, France"",Cameroon,Guinea,3,1,Friendly"
"2009-02-11,""Le Petit-Quevilly, France"",Burkina Faso,Togo,1,1,Friendly"
"2009-02-11,""Casablanca, Morocco"",Morocco,Czech Republic,0,0,Friendly"
"2009-02-11,""Bucharest, Romania"",Romania,Croatia,1,2,Friendly"
"2009-02-11,""Serravalle, San Marino"",San Marino,Northern Ireland,0,3,FIFA World Cup qualification"
"2009-02-11,""Piraeus, Greece"",Greece,Denmark,1,1,Friendly"
"2009-02-11,""Düsseldorf, Germany"",Germany,Norway,0,1,Friendly"
"2009-02-11,""Geneva, Switzerland"",Switzerland,Bulgaria,1,1,Friendly"
"2009-02-11,""Genk, Belgium"",Belgium,Slovenia,2,0,Friendly"
"2009-02-11,""London, England"",Nigeria,Jamaica,0,0,Friendly"
"2009-02-11,""Radès, Tunisia"",Tunisia,Netherlands,1,1,Friendly"
"2009-02-11,""Marseilles, France"",France,Argentina,0,2,Friendly"
"2009-02-11,""Faro, Portugal"",Portugal,Finland,1,0,Friendly"
"2009-02-11,""Seville, Spain"",Spain,England,2,0,Friendly"
"2009-02-11,""San Salvador, El Salvador"",El Salvador,Trinidad and Tobago,2,2,FIFA World Cup qualification"
"2009-02-11,""San José, Costa Rica"",Costa Rica,Honduras,2,0,FIFA World Cup qualification"
"2009-02-11,""Maturín, Venezuela"",Venezuela,Guatemala,2,1,Friendly"
"2009-02-11,""Pereira, Colombia"",Colombia,Haiti,2,0,Friendly"
"2009-02-11,""Dar es Salaam, Tanzania"",Tanzania,Zimbabwe,0,0,Friendly"
"2009-02-11,""Lima, Peru"",Peru,Paraguay,0,1,Friendly"
"2009-03-05,""Canberra, Australia"",Australia,Kuwait,0,1,AFC Asian Cup qualification"
"2009-03-07,""Khartoum, Sudan"",Sudan,Uganda,0,2,Friendly"
"2009-03-11,""Yona, Guam"",Guam,Mongolia,1,0,EAFF Championship"
"2009-03-11,""Yona, Guam"",Macau,Northern Mariana Islands,6,1,EAFF Championship"
"2009-03-11,""Commerce City, United States"",Mexico,Bolivia,5,1,Friendly"
"2009-03-13,""Yona, Guam"",Macau,Mongolia,1,2,EAFF Championship"
"2009-03-13,""Yona, Guam"",Guam,Northern Mariana Islands,2,1,EAFF Championship"
"2009-03-14,""Teheran, Iran"",Iran,Kenya,1,0,Friendly"
"2009-03-15,""Yona, Guam"",Guam,Macau,2,2,EAFF Championship"
"2009-03-17,""Doha, Qatar"",Qatar,Kuwait,1,0,Friendly"
"2009-03-18,""San Fernando, Trinidad and Tobago"",Trinidad and Tobago,Panama,1,0,Friendly"
"2009-03-21,""Aleppo, Syria"",Syria,Qatar,1,2,Friendly"
"2009-03-21,""Kampala, Uganda"",Uganda,Malawi,2,1,Friendly"
"2009-03-21,""Keetmanshoop, Namibia"",Namibia,Botswana,0,0,Friendly"
"2009-03-22,""Kópavogur, Iceland"",Iceland,Faroe Islands,1,2,Friendly"
"2009-03-22,""Riyadh, Saudi Arabia"",Saudi Arabia,Iraq,0,0,Friendly"
"2009-03-23,""Kuwait, Kuwait"",Kuwait,Iran,0,1,Friendly"
"2009-03-23,""Riffa, Bahrain"",Bahrain,Zimbabwe,5,2,Friendly"
"2009-03-25,""Olhão, Portugal"",Angola,Cape Verde,0,1,Friendly"
"2009-03-26,""Kathmandu, Nepal"",Nepal,Palestine,0,0,AFC Challenge Cup qualification"
"2009-03-28,""Saitama, Japan"",Japan,Bahrain,1,0,FIFA World Cup qualification"
"2009-03-28,""Tashkent, Uzbekistan"",Uzbekistan,Qatar,4,0,FIFA World Cup qualification"
"2009-03-28,""Bangkok, Thailand"",Thailand,New Zealand,3,1,Friendly"
"2009-03-28,""Nairobi, Kenya"",Kenya,Tunisia,1,2,FIFA World Cup qualification"
"2009-03-28,""Rustenburg, South Africa"",South Africa,Norway,2,1,Friendly"
"2009-03-28,""Kigali, Rwanda"",Rwanda,Algeria,0,0,FIFA World Cup qualification"
"2009-03-28,""Moscow, Russia"",Russia,Azerbaijan,2,0,FIFA World Cup qualification"
"2009-03-28,""Cardiff, Wales"",Wales,Finland,0,2,FIFA World Cup qualification"
"2009-03-28,""Teheran, Iran"",Iran,Saudi Arabia,1,2,FIFA World Cup qualification"
"2009-03-28,""Yerevan, Armenia"",Armenia,Estonia,2,2,FIFA World Cup qualification"
"2009-03-28,""Muscat, Oman"",Oman,Senegal,2,0,Friendly"
"2009-03-28,""Accra, Ghana"",Togo,Cameroon,1,0,FIFA World Cup qualification"
"2009-03-28,""Luxembourg, Luxembourg"",Luxembourg,Latvia,0,4,FIFA World Cup qualification"
"2009-03-28,""Chişinău, Moldova"",Moldova,Switzerland,0,2,FIFA World Cup qualification"
"2009-03-28,""Omdurman, Sudan"",Sudan,Mali,1,1,FIFA World Cup qualification"
"2009-03-28,""Belfast, Northern Ireland"",Northern Ireland,Poland,3,2,FIFA World Cup qualification"
"2009-03-28,""London, England"",England,Slovakia,4,0,Friendly"
"2009-03-28,""Attard, Malta"",Malta,Denmark,0,3,FIFA World Cup qualification"
"2009-03-28,""Tirana, Albania"",Albania,Hungary,0,1,FIFA World Cup qualification"
"2009-03-28,""Porto, Portugal"",Portugal,Sweden,0,0,FIFA World Cup qualification"
"2009-03-28,""Ramat-Gan, Israel"",Israel,Greece,1,1,FIFA World Cup qualification"
"2009-03-28,""Maribor, Slovenia"",Slovenia,Czech Republic,0,0,FIFA World Cup qualification"
"2009-03-28,""Leipzig, Germany"",Germany,Liechtenstein,4,0,FIFA World Cup qualification"
"2009-03-28,""Madrid, Spain"",Spain,Turkey,1,0,FIFA World Cup qualification"
"2009-03-28,""Constanţa, Romania"",Romania,Serbia,2,3,FIFA World Cup qualification"
"2009-03-28,""Kaunas, Lithuania"",Lithuania,France,0,1,FIFA World Cup qualification"
"2009-03-28,""Larnaca, Cyprus"",Cyprus,Georgia,2,1,FIFA World Cup qualification"
"2009-03-28,""Podgorica, Montenegro"",Montenegro,Italy,0,2,FIFA World Cup qualification"
"2009-03-28,""Amsterdam, Netherlands"",Netherlands,Scotland,3,0,FIFA World Cup qualification"
"2009-03-28,""Casablanca, Morocco"",Morocco,Gabon,1,2,FIFA World Cup qualification"
"2009-03-28,""Ouagadougou, Burkina Faso"",Burkina Faso,Guinea,4,2,FIFA World Cup qualification"
"2009-03-28,""Mexico City, Mexico"",Mexico,Costa Rica,2,0,FIFA World Cup qualification"
"2009-03-28,""Port of Spain, Trinidad and Tobago"",Trinidad and Tobago,Honduras,1,1,FIFA World Cup qualification"
"2009-03-28,""Montevideo, Uruguay"",Uruguay,Paraguay,2,0,FIFA World Cup qualification"
"2009-03-28,""Buenos Aires, Argentina"",Argentina,Venezuela,4,0,FIFA World Cup qualification"
"2009-03-28,""Bogotá, Colombia"",Colombia,Bolivia,2,0,FIFA World Cup qualification"
"2009-03-28,""Espargos, Cape Verde"",Cape Verde,Equatorial Guinea,5,0,Friendly"
"2009-03-30,""Kathmandu, Nepal"",Kyrgyzstan,Palestine,1,1,AFC Challenge Cup qualification"
"2009-03-31,""Puerto Ordaz, Venezuela"",Venezuela,Colombia,2,0,FIFA World Cup qualification"
"2009-03-31,""Lausanne, Switzerland"",Portugal,South Africa,2,0,Friendly"
"2009-03-31,""Lisbon, Portugal"",Angola,Morocco,0,2,Friendly"
"2009-03-31,""La Chorrera, Panama"",Panama,Haiti,4,0,Friendly"
"2009-04-01,""Sydney, Australia"",Australia,Uzbekistan,2,0,FIFA World Cup qualification"
"2009-04-01,""Riffa, Bahrain"",Bahrain,Qatar,1,0,FIFA World Cup qualification"
"2009-04-01,""Almaty, Kazakhstan"",Kazakhstan,Belarus,1,5,FIFA World Cup qualification"
"2009-04-01,""Sofia, Bulgaria"",Bulgaria,Cyprus,2,0,FIFA World Cup qualification"
"2009-04-01,""Riga, Latvia"",Latvia,Luxembourg,2,0,FIFA World Cup qualification"
"2009-04-01,""Tallinn, Estonia"",Estonia,Armenia,1,0,FIFA World Cup qualification"
"2009-04-01,""Beirut, Lebanon"",Lebanon,Namibia,1,1,Friendly"
"2009-04-01,""Teheran, Iran"",Iran,Senegal,1,1,Friendly"
"2009-04-01,""Tbilisi, Georgia"",Georgia,Montenegro,0,0,FIFA World Cup qualification"
"2009-04-01,""Budapest, Hungary"",Hungary,Malta,3,0,FIFA World Cup qualification"
"2009-04-01,""Riyadh, Saudi Arabia"",Saudi Arabia,United Arab Emirates,3,2,FIFA World Cup qualification"
"2009-04-01,""Vaduz, Liechtenstein"",Liechtenstein,Russia,0,1,FIFA World Cup qualification"
"2009-04-01,""Belgrade, Serbia"",Serbia,Sweden,2,0,Friendly"
"2009-04-01,""Copenhagen, Denmark"",Denmark,Albania,3,0,FIFA World Cup qualification"
"2009-04-01,""Prague, Czech Republic"",Czech Republic,Slovakia,1,2,FIFA World Cup qualification"
"2009-04-01,""Kielce, Poland"",Poland,San Marino,10,0,FIFA World Cup qualification"
"2009-04-01,""Klagenfurt, Austria"",Austria,Romania,2,1,FIFA World Cup qualification"
"2009-04-01,""Cardiff, Wales"",Wales,Germany,0,2,FIFA World Cup qualification"
"2009-04-01,""Sant Julià de Lòria, Andorra"",Andorra,Croatia,0,2,FIFA World Cup qualification"
"2009-04-01,""Heraklion, Greece"",Greece,Israel,2,1,FIFA World Cup qualification"
"2009-04-01,""Geneva, Switzerland"",Switzerland,Moldova,2,0,FIFA World Cup qualification"
"2009-04-01,""Belfast, Northern Ireland"",Northern Ireland,Slovenia,1,0,FIFA World Cup qualification"
"2009-04-01,""Istanbul, Turkey"",Turkey,Spain,1,2,FIFA World Cup qualification"
"2009-04-01,""Oslo, Norway"",Norway,Finland,3,2,Friendly"
"2009-04-01,""London, England"",England,Ukraine,2,1,FIFA World Cup qualification"
"2009-04-01,""Saint-Denis, France"",France,Lithuania,1,0,FIFA World Cup qualification"
"2009-04-01,""Glasgow, Scotland"",Scotland,Iceland,2,1,FIFA World Cup qualification"
"2009-04-01,""Maseru, Lesotho"",Lesotho,Botswana,0,0,Friendly"
"2009-04-01,""San Pedro Sula, Honduras"",Honduras,Mexico,3,1,FIFA World Cup qualification"
"2009-04-01,""San José, Costa Rica"",Costa Rica,El Salvador,1,0,FIFA World Cup qualification"
"2009-04-04,""Colombo, Sri Lanka"",Sri Lanka,Brunei,5,1,AFC Challenge Cup qualification"
"2009-04-04,""Dundo, Angola"",Angola,Namibia,0,0,Friendly"
"2009-04-06,""Colombo, Sri Lanka"",Brunei,Pakistan,0,6,AFC Challenge Cup qualification"
"2009-04-07,""Macau, Macau"",Macau,Mongolia,2,0,AFC Challenge Cup qualification"
"2009-04-08,""Colombo, Sri Lanka"",Sri Lanka,Pakistan,2,2,AFC Challenge Cup qualification"
"2009-04-14,""Ulaanbaatar, Mongolia"",Mongolia,Macau,3,1,AFC Challenge Cup qualification"
"2009-04-14,""Malé, Maldives"",Philippines,Bhutan,1,0,AFC Challenge Cup qualification"
"2009-04-16,""Malé, Maldives"",Maldives,Philippines,3,2,AFC Challenge Cup qualification"
"2009-04-18,""Malé, Maldives"",Turkmenistan,Philippines,5,0,AFC Challenge Cup qualification"
"2009-04-30,""Dhaka, Bangladesh"",Bangladesh,Macau,3,0,AFC Challenge Cup qualification"
"2009-05-13,""Amman, Jordan"",Jordan,Zimbabwe,2,0,Friendly"
"2009-05-13,""San Cristóbal, Venezuela"",Venezuela,Costa Rica,1,1,Friendly"
"2009-05-20,""Santa Fe, Argentina"",Argentina,Panama,3,1,Friendly"
"2009-05-23,""Fort Lauderdale, United States"",Jamaica,Haiti,2,2,Friendly"
"2009-05-26,""Doha, Qatar"",Qatar,Saudi Arabia,2,1,Friendly"
"2009-05-27,""Osaka, Japan"",Japan,Chile,4,0,Kirin Cup"
"2009-05-27,""Los Angeles, United States"",El Salvador,Ecuador,3,1,Friendly"
"2009-05-28,""Radès, Tunisia"",Tunisia,Sudan,4,0,Friendly"
"2009-05-29,""Chiba, Japan"",Belgium,Chile,1,1,Kirin Cup"
"2009-05-29,""Llanelli, Wales"",Wales,Estonia,1,0,Friendly"
"2009-05-30,""Muscat, Oman"",Oman,Egypt,0,1,Friendly"
"2009-05-30,""Washington, United States"",El Salvador,Jamaica,0,0,Friendly"
"2009-05-30,""Larnaca, Cyprus"",Cyprus,Canada,0,1,Friendly"
"2009-05-31,""Blantyre, Malawi"",Malawi,Rwanda,2,0,Friendly"
"2009-05-31,""Tamale, Ghana"",Ghana,Uganda,2,1,Friendly"
"2009-05-31,""Tokyo, Japan"",Japan,Belgium,4,0,Kirin Cup"
"2009-05-31,""Kuwait, Kuwait"",Kuwait,Vietnam,0,1,Friendly"
"2009-06-02,""Saint-Étienne, France"",France,Nigeria,0,1,Friendly"
"2009-06-02,""Dubai, United Arab Emirates"",United Arab Emirates,Germany,2,7,Friendly"
"2009-06-02,""Kayseri, Turkey"",Turkey,Azerbaijan,2,0,Friendly"
"2009-06-03,""Dar es Salaam, Tanzania"",Tanzania,New Zealand,2,1,Friendly"
"2009-06-03,""Riffa, Bahrain"",Bahrain,Jordan,4,0,Friendly"
"2009-06-03,""Paramaribo, Suriname"",Antigua and Barbuda,Guyana,2,1,Friendly"
"2009-06-05,""Jablonec nad Nisou, Czech Republic"",Czech Republic,Malta,1,0,Friendly"
"2009-06-05,""Lyon, France"",France,Turkey,1,0,Friendly"
"2009-06-06,""Chililabombwe, Zambia"",Zambia,Rwanda,1,0,FIFA World Cup qualification"
"2009-06-06,""Blantyre, Malawi"",Malawi,Burkina Faso,0,1,FIFA World Cup qualification"
"2009-06-06,""Johannesburg, South Africa"",South Africa,Poland,1,0,Friendly"
"2009-06-06,""Tashkent, Uzbekistan"",Uzbekistan,Japan,0,1,FIFA World Cup qualification"
"2009-06-06,""Libreville, Gabon"",Gabon,Togo,3,0,FIFA World Cup qualification"
"2009-06-06,""Baku, Azerbaijan"",Azerbaijan,Wales,0,1,FIFA World Cup qualification"
"2009-06-06,""Almaty, Kazakhstan"",Kazakhstan,England,0,4,FIFA World Cup qualification"
"2009-06-06,""Bratislava, Slovakia"",Slovakia,San Marino,7,0,FIFA World Cup qualification"
"2009-06-06,""Doha, Qatar"",Qatar,Australia,0,0,FIFA World Cup qualification"
"2009-06-06,""Helsinki, Finland"",Finland,Liechtenstein,2,1,FIFA World Cup qualification"
"2009-06-06,""Hrodna, Belarus"",Belarus,Andorra,5,1,FIFA World Cup qualification"
"2009-06-06,""Radès, Tunisia"",Tunisia,Mozambique,2,0,FIFA World Cup qualification"
"2009-06-06,""Tallinn, Estonia"",Estonia,Equatorial Guinea,3,0,Friendly"
"2009-06-06,""Gaborone, Botswana"",Botswana,New Zealand,0,0,Friendly"
"2009-06-06,""Tbilisi, Georgia"",Georgia,Moldova,1,2,Friendly"
"2009-06-06,""Larnaca, Cyprus"",Cyprus,Montenegro,2,2,FIFA World Cup qualification"
"2009-06-06,""Solna, Sweden"",Sweden,Denmark,0,1,FIFA World Cup qualification"
"2009-06-06,""Marijampolė, Lithuania"",Lithuania,Romania,0,1,FIFA World Cup qualification"
"2009-06-06,""Zagreb, Croatia"",Croatia,Ukraine,2,2,FIFA World Cup qualification"
"2009-06-06,""Belgrade, Serbia"",Serbia,Austria,1,0,FIFA World Cup qualification"
"2009-06-06,""Reykjavík, Iceland"",Iceland,Netherlands,1,2,FIFA World Cup qualification"
"2009-06-06,""Tirana, Albania"",Albania,Portugal,1,2,FIFA World Cup qualification"
"2009-06-06,""Montevideo, Uruguay"",Uruguay,Brazil,0,4,FIFA World Cup qualification"
"2009-06-06,""La Paz, Bolivia"",Bolivia,Venezuela,0,1,FIFA World Cup qualification"
"2009-06-06,""Buenos Aires, Argentina"",Argentina,Colombia,1,0,FIFA World Cup qualification"
"2009-06-06,""Asunción, Paraguay"",Paraguay,Chile,0,2,FIFA World Cup qualification"
"2009-06-06,""Scarborough, Trinidad and Tobago"",Trinidad and Tobago,Costa Rica,2,3,FIFA World Cup qualification"
"2009-06-06,""San Salvador, El Salvador"",El Salvador,Mexico,2,1,FIFA World Cup qualification"
"2009-06-06,""Pisa, Italy"",Italy,Northern Ireland,3,0,Friendly"
"2009-06-07,""Kingston, Jamaica"",Jamaica,Panama,3,2,Friendly"
"2009-06-09,""Cape Town, South Africa"",Iraq,Poland,1,1,Friendly"
"2009-06-09,""Baku, Azerbaijan"",Azerbaijan,Spain,0,6,Friendly"
"2009-06-10,""Sydney, Australia"",Australia,Bahrain,2,0,FIFA World Cup qualification"
"2009-06-10,""Yokohama, Japan"",Japan,Qatar,1,1,FIFA World Cup qualification"
"2009-06-10,""Teheran, Iran"",Iran,United Arab Emirates,1,0,FIFA World Cup qualification"
"2009-06-10,""Gothenburg, Sweden"",Sweden,Malta,4,0,FIFA World Cup qualification"
"2009-06-10,""Kyïv, Ukraine"",Ukraine,Kazakhstan,2,1,FIFA World Cup qualification"
"2009-06-10,""Helsinki, Finland"",Finland,Russia,0,3,FIFA World Cup qualification"
"2009-06-10,""Tórshavn, Faroe Islands"",Faroe Islands,Serbia,0,2,FIFA World Cup qualification"
"2009-06-10,""Rotterdam, Netherlands"",Netherlands,Norway,2,0,FIFA World Cup qualification"
"2009-06-10,""London, England"",England,Andorra,6,0,FIFA World Cup qualification"
"2009-06-10,""San Pedro Sula, Honduras"",Honduras,El Salvador,1,0,FIFA World Cup qualification"
"2009-06-10,""Mexico City, Mexico"",Mexico,Trinidad and Tobago,2,1,FIFA World Cup qualification"
"2009-06-10,""Quito, Ecuador"",Ecuador,Argentina,2,0,FIFA World Cup qualification"
"2009-06-10,""Medellín, Colombia"",Colombia,Peru,1,0,FIFA World Cup qualification"
"2009-06-10,""Santiago, Chile"",Chile,Bolivia,4,0,FIFA World Cup qualification"
"2009-06-10,""Puerto Ordaz, Venezuela"",Venezuela,Uruguay,2,2,FIFA World Cup qualification"
"2009-06-10,""Atteridgeville, South Africa"",Italy,New Zealand,4,3,Friendly"
"2009-06-10,""Tirana, Albania"",Albania,Georgia,1,1,Friendly"
"2009-06-10,""Barysaw, Belarus"",Belarus,Moldova,2,2,Friendly"
"2009-06-11,""Ha'ateiho, Tonga"",Tonga,Cook Islands,1,1,Friendly"
"2009-06-13,""Ha'ateiho, Tonga"",Tonga,Cook Islands,1,2,Friendly"
"2009-06-14,""Johannesburg, South Africa"",South Africa,Iraq,0,0,Confederations Cup"
"2009-06-14,""Rustenburg, South Africa"",New Zealand,Spain,0,5,Confederations Cup"
"2009-06-15,""Bloemfontein, South Africa"",Brazil,Egypt,4,3,Confederations Cup"
"2009-06-17,""Melbourne, Australia"",Australia,Japan,2,1,FIFA World Cup qualification"
"2009-06-17,""Bloemfontein, South Africa"",Spain,Iraq,1,0,Confederations Cup"
"2009-06-17,""Riffa, Bahrain"",Bahrain,Uzbekistan,1,0,FIFA World Cup qualification"
"2009-06-17,""Rustenburg, South Africa"",South Africa,New Zealand,2,0,Confederations Cup"
"2009-06-18,""Johannesburg, South Africa"",Egypt,Italy,1,0,Confederations Cup"
"2009-06-19,""Manzini, Swaziland"",Swaziland,Lesotho,1,1,Friendly"
"2009-06-19,""Port-au-Prince, Haiti"",Haiti,Panama,1,1,Friendly"
